Name,Contract No,Contract Reference,Revision,Content Type,Document ID,Livelink ID,Original Owner,Original Path,Item Type,Path
Altus Schedule of Rates - Apil 1 2015 - Cenovus (2).pdf,401040,,00273-OM-401040-002,Contracts,FUXEN4K22T6K-22-46278,188750146,,\SCM-CCA-Contracts-Missing\00273-OM-401040\00273-OM-401040-002\Altus Schedule of Rates - Apil 1 2015 - Cenovus (2).pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401040/00273-OM-401040-002
401040_002.pdf,401040,,00273-OM-401040-002,Contracts,FUXEN4K22T6K-22-46279,188848193,,\SCM-CCA-Contracts-Missing\00273-OM-401040\00273-OM-401040-002\401040_002.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401040/00273-OM-401040-002
Altus CO401040_2.msg,401040,,00273-OM-401040-002,Contracts,FUXEN4K22T6K-22-46280,188979767,,\SCM-CCA-Contracts-Missing\00273-OM-401040\00273-OM-401040-002\Altus CO401040_2.msg,Item,corporate/SCMCCA/Contracts/00273-OM-401040/00273-OM-401040-002
00273-OM-401051,401051,,,Contracts Document Set,FUXEN4K22T6K-22-46281,172497147,,\SCM-CCA-Contracts-Missing\00273-OM-401051,Folder,corporate/SCMCCA/Contracts
Independent E_I MCC 401051.pdf,401051,,00273-OM-401051-000,Contracts,FUXEN4K22T6K-22-46283,173026824,,\SCM-CCA-Contracts-Missing\00273-OM-401051\00273-OM-401051-000\Independent E&I MCC 401051.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401051/00273-OM-401051-000
E_I Rates - Current2015.pdf,401051,,00273-OM-401051-001,Contracts,FUXEN4K22T6K-22-46285,188100882,,\SCM-CCA-Contracts-Missing\00273-OM-401051\00273-OM-401051-001\E&I Rates - Current2015.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401051/00273-OM-401051-001
IEC CO 401051_1 executed.pdf,401051,,00273-OM-401051-001,Contracts,FUXEN4K22T6K-22-46286,188329991,,\SCM-CCA-Contracts-Missing\00273-OM-401051\00273-OM-401051-001\IEC CO 401051_1 executed.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401051/00273-OM-401051-001
E_I Rates - 25-08-2015.pdf,401051,,00273-OM-401051-002,Contracts,FUXEN4K22T6K-22-46288,192462738,,\SCM-CCA-Contracts-Missing\00273-OM-401051\00273-OM-401051-002\E&I Rates - 25-08-2015.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401051/00273-OM-401051-002
Independent Cover Page.pdf,401051,,00273-OM-401051-002,Contracts,FUXEN4K22T6K-22-46289,192464572,,\SCM-CCA-Contracts-Missing\00273-OM-401051\00273-OM-401051-002\Independent Cover Page,Item,corporate/SCMCCA/Contracts/00273-OM-401051/00273-OM-401051-002
Blend_E_I_Rates_08252015.pdf,401051,,00273-OM-401051-002,Contracts,FUXEN4K22T6K-22-46290,192464970,,\SCM-CCA-Contracts-Missing\00273-OM-401051\00273-OM-401051-002\Blend_E&I_Rates_08252015.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401051/00273-OM-401051-002
Independent CO401051_002 executed.pdf,401051,,00273-OM-401051-002,Contracts,FUXEN4K22T6K-22-46291,193124654,,\SCM-CCA-Contracts-Missing\00273-OM-401051\00273-OM-401051-002\Independent CO401051_002 executed.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401051/00273-OM-401051-002
00273-OM-401097,,,,Contracts Document Set,FUXEN4K22T6K-22-46292,,,,Folder,corporate/SCMCCA/Contracts
401097.pdf,,,00273-OM-401097-000,Contracts,FUXEN4K22T6K-22-46294,172522387,,\SCM-CCA-Contracts-Missing\00273-OM-401097\00273-OM-401097-000\401097.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401097/00273-OM-401097-000
2015 Contractor Renewal Letter.pdf,,,00273-OM-401097-000,Contracts,FUXEN4K22T6K-22-46295,187246420,,\SCM-CCA-Contracts-Missing\00273-OM-401097\00273-OM-401097-000\2015 Contractor Renewal Letter.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401097/00273-OM-401097-000
"April 22, 2015 Contract Rate Changes.pdf",,,00273-OM-401097-000,Contracts,FUXEN4K22T6K-22-46296,189347136,,"\SCM-CCA-Contracts-Missing\00273-OM-401097\00273-OM-401097-000\April 22, 2015 Contract Rate Changes.pdf",Item,corporate/SCMCCA/Contracts/00273-OM-401097/00273-OM-401097-000
00273-OM-401098,,,,Contracts Document Set,FUXEN4K22T6K-22-46297,,,,Folder,corporate/SCMCCA/Contracts
401098.pdf,,,00273-OM-401098-000,Contracts,FUXEN4K22T6K-22-46299,172522388,,\SCM-CCA-Contracts-Missing\00273-OM-401098\00273-OM-401098-000\401098.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401098/00273-OM-401098-000
2015 Contractor Renewal Letter.pdf,,,00273-OM-401098-000,Contracts,FUXEN4K22T6K-22-46300,187252548,,\SCM-CCA-Contracts-Missing\00273-OM-401098\00273-OM-401098-000\2015 Contractor Renewal Letter.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401098/00273-OM-401098-000
Kevin T.pdf,,,00273-OM-401098-000,Contracts,FUXEN4K22T6K-22-46301,189342553,,\SCM-CCA-Contracts-Missing\00273-OM-401098\00273-OM-401098-000\Kevin T.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401098/00273-OM-401098-000
Turchyn Welding Ltd  - MSO 401098.msg,,,00273-OM-401098-000,Contracts,FUXEN4K22T6K-22-46302,196070737,,\SCM-CCA-Contracts-Missing\00273-OM-401098\00273-OM-401098-000\Turchyn Welding Ltd  - MSO 401098.msg,Item,corporate/SCMCCA/Contracts/00273-OM-401098/00273-OM-401098-000
00273-OM-401178,401178,,,Contracts Document Set,FUXEN4K22T6K-22-46303,172611828,,\SCM-CCA-Contracts-Missing\00273-OM-401178,Folder,corporate/SCMCCA/Contracts
PRO2793 - Cenovus Rate Sheet 2013.pdf,401178,,00273-OM-401178-000,Contracts,FUXEN4K22T6K-22-46305,172611679,,\SCM-CCA-Contracts-Missing\00273-OM-401178\00273-OM-401178-000\PRO2793 - Cenovus Rate Sheet 2013.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401178/00273-OM-401178-000
Parkland Geo MC 401178.pdf,401178,,00273-OM-401178-000,Contracts,FUXEN4K22T6K-22-46306,172612793,,\SCM-CCA-Contracts-Missing\00273-OM-401178\00273-OM-401178-000\Parkland Geo MC 401178.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401178/00273-OM-401178-000
00273-OM-401184,,,,Contracts Document Set,FUXEN4K22T6K-22-46307,,,,Folder,corporate/SCMCCA/Contracts
Gabor Sulyak Contract Change.pdf,,,00273-OM-401184-000,Contracts,FUXEN4K22T6K-22-46309,187979202,,\SCM-CCA-Contracts-Missing\00273-OM-401184\00273-OM-401184-000\Gabor Sulyak Contract Change.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401184/00273-OM-401184-000
401184.pdf,,,00273-OM-401184-000,Contracts,FUXEN4K22T6K-22-46310,188492200,,\SCM-CCA-Contracts-Missing\00273-OM-401184\00273-OM-401184-000\401184.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401184/00273-OM-401184-000
00273-OM-401187,401187,,,Contracts Document Set,FUXEN4K22T6K-22-46311,172614734,,\SCM-CCA-Contracts-Missing\00273-OM-401187,Folder,corporate/SCMCCA/Contracts
Sched B.doc,401187,,00273-OM-401187-000,Contracts,FUXEN4K22T6K-22-46313,172612654,,\SCM-CCA-Contracts-Missing\00273-OM-401187\00273-OM-401187-000\Sched B.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401187/00273-OM-401187-000
Contract Distribution .doc,401187,,00273-OM-401187-000,Contracts,FUXEN4K22T6K-22-46314,172612996,,\SCM-CCA-Contracts-Missing\00273-OM-401187\00273-OM-401187-000\Contract Distribution .doc,Item,corporate/SCMCCA/Contracts/00273-OM-401187/00273-OM-401187-000
Schedule A Unit prices.doc,401187,,00273-OM-401187-000,Contracts,FUXEN4K22T6K-22-46315,172613362,,\SCM-CCA-Contracts-Missing\00273-OM-401187\00273-OM-401187-000\Schedule A Unit prices.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401187/00273-OM-401187-000
SO.doc,401187,,00273-OM-401187-000,Contracts,FUXEN4K22T6K-22-46316,172613363,,\SCM-CCA-Contracts-Missing\00273-OM-401187\00273-OM-401187-000\SO.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401187/00273-OM-401187-000
Cenovus Approved Manufacturer List.msg,401187,,00273-OM-401187-000,Contracts,FUXEN4K22T6K-22-46317,172613364,,\SCM-CCA-Contracts-Missing\00273-OM-401187\00273-OM-401187-000\Cenovus Approved Manufacturer List.msg,Item,corporate/SCMCCA/Contracts/00273-OM-401187/00273-OM-401187-000
Service Order signing letter.doc,401187,,00273-OM-401187-000,Contracts,FUXEN4K22T6K-22-46318,172614237,,\SCM-CCA-Contracts-Missing\00273-OM-401187\00273-OM-401187-000\Service Order signing letter.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401187/00273-OM-401187-000
00273-OM-401212,401212,,,Contracts Document Set,FUXEN4K22T6K-22-46319,172625169,,\SCM-CCA-Contracts-Missing\00273-OM-401212,Folder,corporate/SCMCCA/Contracts
Schedule C - Process for Management of Free Issue Bulk Materials Tradesmen.pdf,401212,,00273-OM-401212-000,Contracts,FUXEN4K22T6K-22-46321,173573626,,\SCM-CCA-Contracts-Missing\00273-OM-401212\00273-OM-401212-000\Schedule C - Process for Management of Free Issue Bulk Materials Tradesmen.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401212/00273-OM-401212-000
Schedule D - Technical Specifications Tradesmen.pdf,401212,,00273-OM-401212-000,Contracts,FUXEN4K22T6K-22-46322,173575027,,\SCM-CCA-Contracts-Missing\00273-OM-401212\00273-OM-401212-000\Schedule D - Technical Specifications Tradesmen.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401212/00273-OM-401212-000
Schedule E - Drawing and Data Requirements Tradesmen.pdf,401212,,00273-OM-401212-000,Contracts,FUXEN4K22T6K-22-46323,173575028,,\SCM-CCA-Contracts-Missing\00273-OM-401212\00273-OM-401212-000\Schedule E - Drawing and Data Requirements Tradesmen.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401212/00273-OM-401212-000
Tradesmen SOC.pdf,401212,,00273-OM-401212-000,Contracts,FUXEN4K22T6K-22-46324,173575595,,\SCM-CCA-Contracts-Missing\00273-OM-401212\00273-OM-401212-000\Tradesmen SOC.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401212/00273-OM-401212-000
Cenovus Piping Fabrication Schedule A - Rev 3.pdf,401212,,00273-OM-401212-000,Contracts,FUXEN4K22T6K-22-46325,173575596,,\SCM-CCA-Contracts-Missing\00273-OM-401212\00273-OM-401212-000\Cenovus Piping Fabrication Schedule A - Rev 3.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401212/00273-OM-401212-000
Schedule B - Release Procedures Tradesmen.pdf,401212,,00273-OM-401212-000,Contracts,FUXEN4K22T6K-22-46326,173575598,,\SCM-CCA-Contracts-Missing\00273-OM-401212\00273-OM-401212-000\Schedule B - Release Procedures Tradesmen.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401212/00273-OM-401212-000
00273-OM-401250,401250,,,Contracts Document Set,FUXEN4K22T6K-22-46327,172643111,,\SCM-CCA-Contracts-Missing\00273-OM-401250,Folder,corporate/SCMCCA/Contracts
SOC Form - Profab.doc,401250,,00273-OM-401250-000,Contracts,FUXEN4K22T6K-22-46329,172643113,,\SCM-CCA-Contracts-Missing\00273-OM-401250\00273-OM-401250-000\SOC Form - Profab.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401250/00273-OM-401250-000
Profab SOC Schedule A Schedule of Prices.doc,401250,,00273-OM-401250-000,Contracts,FUXEN4K22T6K-22-46330,172643114,,\SCM-CCA-Contracts-Missing\00273-OM-401250\00273-OM-401250-000\Profab SOC Schedule A Schedule of Prices.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401250/00273-OM-401250-000
Pipe Spooling.msg,401250,,00273-OM-401250-000,Contracts,FUXEN4K22T6K-22-46331,172643115,,\SCM-CCA-Contracts-Missing\00273-OM-401250\00273-OM-401250-000\Pipe Spooling.msg,Item,corporate/SCMCCA/Contracts/00273-OM-401250/00273-OM-401250-000
FW Scanned image from MX-2300N.msg,401250,,00273-OM-401250-000,Contracts,FUXEN4K22T6K-22-46332,172643116,,\SCM-CCA-Contracts-Missing\00273-OM-401250\00273-OM-401250-000\FW Scanned image from MX-2300N.msg,Item,corporate/SCMCCA/Contracts/00273-OM-401250/00273-OM-401250-000
Profab SOC Schedule D Technical Specifications.doc,401250,,00273-OM-401250-000,Contracts,FUXEN4K22T6K-22-46333,172643526,,\SCM-CCA-Contracts-Missing\00273-OM-401250\00273-OM-401250-000\Profab SOC Schedule D Technical Specifications.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401250/00273-OM-401250-000
Profab SOC Schedule C Process for Management of Free Issued Bulk Material.doc,401250,,00273-OM-401250-000,Contracts,FUXEN4K22T6K-22-46334,172643527,,\SCM-CCA-Contracts-Missing\00273-OM-401250\00273-OM-401250-000\Profab SOC Schedule C Process for Management of Free Issued Bulk Material.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401250/00273-OM-401250-000
Profab SOC Schedule B Release Procedure.doc,401250,,00273-OM-401250-000,Contracts,FUXEN4K22T6K-22-46335,172644815,,\SCM-CCA-Contracts-Missing\00273-OM-401250\00273-OM-401250-000\Profab SOC Schedule B Release Procedure.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401250/00273-OM-401250-000
profab12_telus_net_20110120_141141.pdf,401250,,00273-OM-401250-000,Contracts,FUXEN4K22T6K-22-46336,172644816,,\SCM-CCA-Contracts-Missing\00273-OM-401250\00273-OM-401250-000\profab12_telus_net_20110120_141141.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401250/00273-OM-401250-000
Profab SOC Schedule E Drawing and Data Requirements.doc,401250,,00273-OM-401250-000,Contracts,FUXEN4K22T6K-22-46337,172645240,,\SCM-CCA-Contracts-Missing\00273-OM-401250\00273-OM-401250-000\Profab SOC Schedule E Drawing and Data Requirements.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401250/00273-OM-401250-000
Profab SOC 0646.pdf,401250,,00273-OM-401250-000,Contracts,FUXEN4K22T6K-22-46338,172645241,,\SCM-CCA-Contracts-Missing\00273-OM-401250\00273-OM-401250-000\Profab SOC 0646.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401250/00273-OM-401250-000
00273-OM-401322,,,,Contracts Document Set,FUXEN4K22T6K-22-46339,,,,Folder,corporate/SCMCCA/Contracts
Confidential Rate Schedule A .pdf,,,00273-OM-401322-000,Contracts,FUXEN4K22T6K-22-46341,172664182,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-000\Confidential Rate Schedule A .pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-000
Airdrie Custom MSO 401322.pdf,,,00273-OM-401322-000,Contracts,FUXEN4K22T6K-22-46342,172664183,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-000\Airdrie Custom MSO 401322.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-000
Signed Airdrie Custom MSO 401322.pdf,,,00273-OM-401322-000,Contracts,FUXEN4K22T6K-22-46343,172685725,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-000\Signed Airdrie Custom MSO 401322.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-000
Executed MSO 401322.pdf,,,00273-OM-401322-000,Contracts,FUXEN4K22T6K-22-46344,173649341,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-000\Executed MSO 401322.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-000
Schedule A PRIVATE AND CONFIDENTIAL .pdf,,,00273-OM-401322-001,Contracts,FUXEN4K22T6K-22-46346,178686074,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-001\Schedule A PRIVATE AND CONFIDENTIAL .pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-001
401322_1.pdf,,,00273-OM-401322-001,Contracts,FUXEN4K22T6K-22-46347,178810937,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-001\401322_1.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-001
401322.pdf,,,00273-OM-401322-002,Contracts,FUXEN4K22T6K-22-46349,187251502,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-002\401322.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-002
Schedule A PRIVATE AND CONFIDENTIAL .doc,,,00273-OM-401322-002,Contracts,FUXEN4K22T6K-22-46350,187252503,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-002\Schedule A PRIVATE AND CONFIDENTIAL .doc,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-002
FC 2015 Feb 24 Rate Change.pdf,,,00273-OM-401322-002,Contracts,FUXEN4K22T6K-22-46351,194713124,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-002\FC 2015 Feb 24 Rate Change.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-002
Offsites Schedule A Compensation Jan 2016.pdf,,,00273-OM-401322-002,Contracts,FUXEN4K22T6K-22-46352,195120794,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-002\Offsites Schedule A Compensation Jan 2016.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-002
FC 2015 Feb 24 Rate Change.pdf,,,00273-OM-401322-003,Contracts,FUXEN4K22T6K-22-46354,195187001,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-003\FC 2015 Feb 24 Rate Change.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-003
Schedule A PRIVATE AND CONFIDENTIAL .doc,,,00273-OM-401322-003,Contracts,FUXEN4K22T6K-22-46355,195187508,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-003\Schedule A PRIVATE AND CONFIDENTIAL .doc,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-003
Offsites Schedule A Compensation Jan 2016.pdf,,,00273-OM-401322-003,Contracts,FUXEN4K22T6K-22-46356,195188189,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-003\Offsites Schedule A Compensation Jan 2016.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-003
401322_DRAFT.pdf,,,00273-OM-401322-003,Contracts,FUXEN4K22T6K-22-46357,195191698,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-003\401322_DRAFT.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-003
401322_APPROVED.pdf,,,00273-OM-401322-003,Contracts,FUXEN4K22T6K-22-46358,195285344,,\SCM-CCA-Contracts-Missing\00273-OM-401322\00273-OM-401322-003\401322_APPROVED.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401322/00273-OM-401322-003
00273-OM-401492,401492,,,Contracts Document Set,FUXEN4K22T6K-22-46359,172877974,,\SCM-CCA-Contracts-Missing\00273-OM-401492,Folder,corporate/SCMCCA/Contracts
M-Tec SOC Schedule C Technical Specifications.doc,401492,,00273-OM-401492-000,Contracts,FUXEN4K22T6K-22-46361,172876236,,\SCM-CCA-Contracts-Missing\00273-OM-401492\00273-OM-401492-000\M-Tec SOC Schedule C Technical Specifications.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401492/00273-OM-401492-000
M-Tec SOC Schedule D Drawing and Data Requirements.doc,401492,,00273-OM-401492-000,Contracts,FUXEN4K22T6K-22-46362,172876237,,\SCM-CCA-Contracts-Missing\00273-OM-401492\00273-OM-401492-000\M-Tec SOC Schedule D Drawing and Data Requirements.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401492/00273-OM-401492-000
M-Tec SOC Agreement Form 401492.pdf,401492,,00273-OM-401492-000,Contracts,FUXEN4K22T6K-22-46363,172876238,,\SCM-CCA-Contracts-Missing\00273-OM-401492\00273-OM-401492-000\M-Tec SOC Agreement Form 401492.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401492/00273-OM-401492-000
M-Tec SOC Schedule A Pricing.doc,401492,,00273-OM-401492-000,Contracts,FUXEN4K22T6K-22-46364,172876526,,\SCM-CCA-Contracts-Missing\00273-OM-401492\00273-OM-401492-000\M-Tec SOC Schedule A Pricing.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401492/00273-OM-401492-000
M-Tec SOC Schedule B Coordination Procedures.doc,401492,,00273-OM-401492-000,Contracts,FUXEN4K22T6K-22-46365,172879032,,\SCM-CCA-Contracts-Missing\00273-OM-401492\00273-OM-401492-000\M-Tec SOC Schedule B Coordination Procedures.doc,Item,corporate/SCMCCA/Contracts/00273-OM-401492/00273-OM-401492-000
M-Tec SOC Agreement 401492 Change Order 001.pdf,401492,,00273-OM-401492-001,Contracts,FUXEN4K22T6K-22-46367,185542492,,\SCM-CCA-Contracts-Missing\00273-OM-401492\00273-OM-401492-001\M-Tec SOC Agreement 401492 Change Order 001.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401492/00273-OM-401492-001
MTEC 401492 rev 2 August 2017.pdf,401492,,,Contracts,FUXEN4K22T6K-22-46368,193648791,,\SCM-CCA-Contracts-Missing\00273-OM-401492\MTEC 401492 rev 2 August 2017.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401492
00273-OM-401516,401516,,,Contracts Document Set,FUXEN4K22T6K-22-46369,172907820,,\SCM-CCA-Contracts-Missing\00273-OM-401516,Folder,corporate/SCMCCA/Contracts
Gemini MCC 401516.pdf,401516,,00273-OM-401516-000,Contracts,FUXEN4K22T6K-22-46371,172910343,,\SCM-CCA-Contracts-Missing\00273-OM-401516\00273-OM-401516-000\Gemini MCC 401516.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401516/00273-OM-401516-000
Gemini CO401516_1 executed.pdf,401516,,00273-OM-401516-001,Contracts,FUXEN4K22T6K-22-46373,174526787,,\SCM-CCA-Contracts-Missing\00273-OM-401516\00273-OM-401516-001\Gemini CO401516_1 executed.pdf,Item,corporate/SCMCCA/Contracts/00273-OM-401516/00273-OM-401516-001
00273-OC-401557,401557,,,Contracts Document Set,FUXEN4K22T6K-22-46374,172991632,,\SCM-CCA-Contracts-Missing\00273-OC-401557,Folder,corporate/SCMCCA/Contracts
"Scope of Work for Phase G BU-0202, BU-0206, BU-0308 RevA.pdf",401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46376,172995027,,"\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\Scope of Supply\Scope of Work for Phase G BU-0202, BU-0206, BU-0308 RevA.pdf",Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
FC3.G03.301.1.07 (BU-0308).pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46377,172992144,,\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\FC3.G03.301.1.07 (BU-0308).pdf,Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
FC3.G02.204.1.07-P2 (BU-0202).pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46378,172992356,,\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\FC3.G02.204.1.07-P2 (BU-0202).pdf,Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
Civil - Structural - Architectural Inspection Requirement.pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46379,172992146,,\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\QA QC\Civil - Structural - Architectural Inspection Requirement.pdf,Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
1-Level of Inspection.pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46380,172992359,,\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\QA QC\1-Level of Inspection.pdf,Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
Suppliers Inspection and Test Plan.pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46381,172992360,,\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\QA QC\Suppliers Inspection and Test Plan.pdf,Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
Painting _ Coating Inspection Requirement.pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46382,172995426,,\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\QA QC\Painting & Coating Inspection Requirement.pdf,Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
"2-List of Tech Docs BU-0202,BU-0206,BU-0308 RevB.pdf",401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46383,172991961,,"\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\General Attachments\2-List of Tech Docs BU-0202,BU-0206,BU-0308 RevB.pdf",Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
4-JI 02 019 FCGH JI For Vendors - Data Book Requirements_R0_Signed.pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46384,172992145,,\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\General Attachments\4-JI 02 019 FCGH JI For Vendors - Data Book Requirements_R0_Signed.pdf,Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
7-Inspection Requirements.pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46385,172992357,,\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\General Attachments\7-Inspection Requirements.pdf,Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
6-RFI Form.pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46386,172995425,,\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\General Attachments\6-RFI Form.pdf,Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
3-SDDR - Buildings-1.07 Rev0.pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46387,172995029,,\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\SDDR\3-SDDR - Buildings-1.07 Rev0.pdf,Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
TR-43-SPC-00-019-01 CVE11013-171_CVE Approved.pdf,401557,,00273-OC-401557-000,Contracts,FUXEN4K22T6K-22-46388,172991968,,"\SCM-CCA-Contracts-Missing\00273-OC-401557\00273-OC-401557-000\Appendix 1 Scope Documents\Spec, Waivers & Docs\waivers\TR-43-SPC-00-019-01 CVE11013-171_CVE Approved.pdf",Item,corporate/SCMCCA/Contracts/00273-OC-401557/00273-OC-401557-000
