DATAID,NAME,path,Subtype,VALSTR
195117812,Schedule A Compensation Jan 2016.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412137:00273-OM-412137-000,Document,
195300188,00273-OM-412137-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412137,Folder,
195292984,412137_DRAFT.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412137:00273-OM-412137-001,Document,
195297786,Schedule A Compensation Jan 2016.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412137:00273-OM-412137-001,Document,
195300191,Schedule A PRIVATE AND CONFIDENTIAL .doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412137:00273-OM-412137-001,Document,
195301598,FC 2015 April Rate Change to (Dave Schultz).pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412137:00273-OM-412137-001,Document,
195376867,RE  FC Contract Renewal Dave Schultz.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412137:00273-OM-412137-001,Document,
195386635,Order  412137 has been REJECTED .msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412137:00273-OM-412137-001,Document,
183101250,00273-OS-412254,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412254
183107754,00273-OS-412254-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254,Folder,
183100357,Signed Requisition.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254:00273-OS-412254-000,Document,
183104891,Received Budget and Coding Assurance   P2013-144 - Heat Integration Modifications - Skyway.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254:00273-OS-412254-000,Document,
183106795,412254 (draft).pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254:00273-OS-412254-000,Document,
183258172,Signed Contract No. 412254.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254:00273-OS-412254-000,Document,
183269744,Fully Executed Contract No. 412254.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254:00273-OS-412254-000,Document,
186582294,00273-OS-412254-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254,Folder,
186575774,Received Budget and Coding  P2013-144 - Directive 81 - Heat Integration .msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254:00273-OS-412254-001,Document,
186577070,Signed Requisition.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254:00273-OS-412254-001,Document,
186580585,Draft CO 1 Contract No. 412254.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254:00273-OS-412254-001,Document,
187198304,Fully Executed CO 1 Contract No. 412254.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OS-412254:00273-OS-412254-001,Document,
183265170,00273-OM-412342,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412342
183266968,00273-OM-412342-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412342,Folder,
183263053,Attachment 2 - Precision Rentals ISN Safety Information.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412342:00273-OM-412342-000,Document,
183265087,Approval Cover Sheet - PD Rentals.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412342:00273-OM-412342-000,Document,
183272983,Attachment 1 - 2013 vs 2014 Cost Comparison and Savings Calculation.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412342:00273-OM-412342-000,Document,
184299702,MSO 412342 - PD Rentals.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412342:00273-OM-412342-000,Document,
183420161,00273-OM-412490,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412490
183439399,00273-OM-412490-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412490,Folder,
183445218,412490.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412490:00273-OM-412490-000,Document,
183476389,RE  Keith Christie MSSA.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412490:00273-OM-412490-000,Document,
187249926,2015 Contractor Renewal Letter.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412490:00273-OM-412490-000,Document,
187991241,CL 2015 Feb 24 Rate Change KC.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412490:00273-OM-412490-000,Document,
187991659,[Untitled].pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412490:00273-OM-412490-000,Document,
189390118,Keith.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412490:00273-OM-412490-000,Document,
196079772,1110322 Alberta Ltd  - MSO 412490.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412490:00273-OM-412490-000,Document,
183526922,00211-OM-412556,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412556
183532842,00211-OM-412556-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412556,Folder,
183528023,Kovacs Consulting Inc-Greg Kovacs.docx,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412556:00211-OM-412556-000,Document,
183531757,Kovacs Consulting Inc-Greg Kovacs.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412556:00211-OM-412556-000,Document,
183534942,CONSULTANT Requistion Form Greg Kovacs 20140520.docx,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412556:00211-OM-412556-000,Document,
183537431,MSO 412556 Kovacs Consulting Inc.DRAFT.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412556:00211-OM-412556-000,Document,
183724267,MSO 412556 Kovacs Consulting Inc.CVE.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412556:00211-OM-412556-000,Document,
184020446,MSO 412556 Kovacs Consulting Inc.EXECUTED.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412556:00211-OM-412556-000,Document,
183606759,00273-OM-412563,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412563
183606648,00273-OM-412563-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563,Folder,
183628205,Att #2 Solidearth Dashboard - ISNetworld 10_1_aspx.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-000,Document,
183629706,Approval Cover Page.doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-000,Document,
183632130,Att #1 Draft MSO#412563 Solidearth.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-000,Document,
183817198,MSO 412563.EXECUTED.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-000,Document,
183826588,MSO 412653.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-000,Document,
185720358,00273-OM-412563-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563,Folder,
185723954,Approval Cover Page.doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-001,Document,
185728065,412563-001 DRAFT .pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-001,Document,
185821582,412563-001 SolidEarth EXECUTED.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-001,Document,
189539223,00273-OM-412563-002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563,Folder,
189573563,Att #2 EW Requisition Form.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-002,Document,
189573670,Approval Cover Page.doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-002,Document,
189574364,Att #1 Draft MSO#412563_002 SolidEarth.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-002,Document,
189576299,Att #3 Negotiated Offer -May 4.15 .PDF,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-002,Document,
189696098,MSO#412563_002 SolidEarth EXE.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412563:00273-OM-412563-002,Document,
183769561,00273-OM-412689,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412689
183769665,00273-OM-412689-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689,Folder,
187222292,412689.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689:00273-OM-412689-000,Document,
194690371,Schedule A PRIVATE AND CONFIDENTIAL .doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689:00273-OM-412689-000,Document,
194697020,FC 2015 Feb 24 Rate Change.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689:00273-OM-412689-000,Document,
194967542,Schedule A Compensation Jan 2016.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689:00273-OM-412689-000,Document,
195132649,00273-OM-412689-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689,Folder,
195132561,412689_DRAFT.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689:00273-OM-412689-001,Document,
195132657,Schedule A Compensation Jan 2016.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689:00273-OM-412689-001,Document,
195136151,Schedule A PRIVATE AND CONFIDENTIAL .doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689:00273-OM-412689-001,Document,
195142515,412689_APPROVED.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689:00273-OM-412689-001,Document,
195433099,412689_EXECUTED.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00273-OM-412689:00273-OM-412689-001,Document,
183825606,00211-OM-412768,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412768
183824840,00211-OM-412768-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768,Folder,
183824392,Draft Cover Page - MCC 412768.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768:00211-OM-412768-000,Document,
183824949,MCC Schedules.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768:00211-OM-412768-000,Document,
183826377,MCC TC (CVE).pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768:00211-OM-412768-000,Document,
183826491,Talon Table 2.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768:00211-OM-412768-000,Document,
183827042,Talon Table 1.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768:00211-OM-412768-000,Document,
183827132,Talon MCC 412768 - Executed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768:00211-OM-412768-000,Document,
185760541,00211-OM-412768-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768,Folder,
185888810,Talon Change Order 412768_1 - Signed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768:00211-OM-412768-001,Document,
188106849,00211-OM-412768-002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768,Folder,
188133763,MCC Mechanical Rates - Current2015.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768:00211-OM-412768-002,Document,
188327274,Talon CO412768_2 executed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412768:00211-OM-412768-002,Document,
183825835,00211-OM-412769,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412769
183824078,00211-OM-412769-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412769,Folder,
183884331,412769 - Executed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412769:00211-OM-412769-000,Document,
183884516,United 2014 Rates.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412769:00211-OM-412769-000,Document,
183886332,Draft Cover Page.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412769:00211-OM-412769-000,Document,
183826697,00211-OM-412766,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412766
183825601,00211-OM-412766-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766,Folder,
183824278,Pyramid Table 1.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-000,Document,
183824730,Pyramid Table 2.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-000,Document,
183825048,Pyramid MCC 412766 - Executed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-000,Document,
183825603,Draft Cover Page - MCC 412766.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-000,Document,
183826051,MCC TC (CVE).pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-000,Document,
183826252,412766 - MCC Schedules.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-000,Document,
183956895,412766 - Cover Page.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-000,Document,
188102752,00211-OM-412766-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766,Folder,
188104465,E&I Rates - Current2015.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-001,Document,
188329207,Pyramid CO412766_1 executed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-001,Document,
192243278,00211-OM-412766-002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766,Folder,
192268482,Blended E&I Rates - Pyramid 08252015.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-002,Document,
192417968,Pyramid CO412766_002 executed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412766:00211-OM-412766-002,Document,
183826937,00211-OM-412765,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412765
183826693,00211-OM-412765-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765,Folder,
183824507,MCC TC (CVE).pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765:00211-OM-412765-000,Document,
183824940,Draft Cover Page - MCC 412765.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765:00211-OM-412765-000,Document,
183826480,Donald MCC 412765 - Executed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765:00211-OM-412765-000,Document,
183826589,412765 - MCC Schedules.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765:00211-OM-412765-000,Document,
183826695,Table 2.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765:00211-OM-412765-000,Document,
183826753,Donald Table I.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765:00211-OM-412765-000,Document,
183945053,412765 - Cover Page.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765:00211-OM-412765-000,Document,
192455903,00211-OM-412765-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765,Folder,
192464766,Donald Rigging Cover Page CVE,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765:00211-OM-412765-001,Document,
192466177,New Master Equipment List Template (Working Copy - June 2014).pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412765:00211-OM-412765-001,Document,
183843627,00211-OM-412778,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412778
183852975,00211-OM-412778-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412778,Folder,
183847943,Cenovus 2014 rate sheet .pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412778:00211-OM-412778-000,Document,
183848146,Makloc MC 412778.doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412778:00211-OM-412778-000,Document,
183864248,412778 - Executed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412778:00211-OM-412778-000,Document,
183844067,00211-OM-412770,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412770
183843673,00211-OM-412770-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412770,Folder,
183843398,Northern Crane MC.doc,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412770:00211-OM-412770-000,Document,
183843965,Copy of Cenovus Rates on 14-7 schedule May27-14.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412770:00211-OM-412770-000,Document,
183844475,Table 2 - Rigging.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412770:00211-OM-412770-000,Document,
183876927,412770 - Executed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412770:00211-OM-412770-000,Document,
185058385,00211-OM-412770-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412770,Folder,
185078280,Cenovus Change Order 002 (UPDATED RATES) to MC 412770 fully executed Sep10-14.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412770:00211-OM-412770-001,Document,
185959128,00211-OM-412770-002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412770,Folder,
186318099,Cenovus Change Order 002 (Nov2-14 update) to MC 412770 Nov6-14.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412770:00211-OM-412770-002,Document,
183872057,00211-OM-412801,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412801
183877770,00211-OM-412801-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801,Folder,
184211930,EXECUTED.412801 - CVE Ironrock Consulting Corp.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801:00211-OM-412801-000,Document,
186752026,00211-OM-412801-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801,Folder,
186996574,RD5743500A_EN_1504765_72426_301.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801:00211-OM-412801-001,Document,
187069776,412801_approved.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801:00211-OM-412801-001,Document,
187450538,412801 signed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801:00211-OM-412801-001,Document,
191084062,00211-OM-412801-002,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801,Folder,
191223770,Earthworks_IC MSO Renewals 2015 Requisistion Form.xlsx,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801:00211-OM-412801-002,Document,
191224781,Earthworks_IC MSO Renewals 2015.xlsx,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801:00211-OM-412801-002,Document,
191231759,412801CO002_draft.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801:00211-OM-412801-002,Document,
192487939,412801_Executed.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00211-OM-412801:00211-OM-412801-002,Document,
183875894,00265-OM-412803,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts,Folder,412803
183873281,00265-OM-412803-000,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00265-OM-412803,Folder,
183874175,412803 -TL Ironrock Consulting Corp..pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00265-OM-412803:00265-OM-412803-000,Document,
184217515,EXECUTED.412803 -TL Ironrock Consulting Corp..pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00265-OM-412803:00265-OM-412803-000,Document,
186753029,00265-OM-412803-001,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00265-OM-412803,Folder,
186995178,RD5743500A_EN_1504763_72425_322.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00265-OM-412803:00265-OM-412803-001,Document,
187070892,412803_approved.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-Contracts:00265-OM-412803:00265-OM-412803-001,Document,
